build,computer.platform,date,time,subject,blockcode,trialcode,latency,response,expressions.nr_targettrials_AX,expressions.nr_nontargettrials_AY,expressions.nr_nontargettrials_BX,expressions.nr_nontargettrials_BY,expressions.phase1trials,expressions.phase3trials,blocknum,trialnum,values.counttrials,values.trialtype,values.phase,values.cue,values.distractor1,values.distractor2,values.probe,stimulusitem1,correct
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,167,49,1,1,A,L,V,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,168,49,1,1,A,L,V,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,169,49,4,1,A,L,V,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,170,50,4,1,Z,D,P,J,Z,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,171,50,4,1,Z,D,P,J,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,172,50,1,1,Z,D,P,J,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,173,51,1,1,A,S,Z,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,174,51,1,1,A,S,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,175,51,4,1,A,S,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,176,52,4,1,M,E,O,Z,M,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,177,52,4,1,M,E,O,Z,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,178,52,1,1,M,E,O,Z,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,179,53,1,1,A,U,D,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,180,53,1,1,A,U,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,181,53,1,1,A,U,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,182,54,1,1,A,R,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,183,54,1,1,A,R,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,184,54,1,1,A,R,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,185,55,1,1,A,B,D,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,186,55,1,1,A,B,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,187,55,1,1,A,B,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,188,56,1,1,A,S,B,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,189,56,1,1,A,S,B,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,190,56,1,1,A,S,B,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,191,57,1,1,A,J,F,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,192,57,1,1,A,J,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,193,57,3,1,A,J,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BX,1200,0,175,25,25,25,100,150,22,194,58,3,1,P,J,M,X,P,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,195,58,3,1,P,J,M,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,196,58,4,1,P,J,M,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,197,59,4,1,N,O,M,Q,N,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,198,59,4,1,N,O,M,Q,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,199,59,1,1,N,O,M,Q,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,200,60,1,1,A,E,R,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,201,60,1,1,A,E,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,202,60,1,1,A,E,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,203,61,1,1,A,M,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,204,61,1,1,A,M,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,205,61,1,1,A,M,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,206,62,1,1,A,V,D,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,207,62,1,1,A,V,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,208,62,1,1,A,V,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,209,63,1,1,A,N,L,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,210,63,1,1,A,N,L,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,211,63,1,1,A,N,L,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,212,64,1,1,A,E,B,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,213,64,1,1,A,E,B,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,214,64,1,1,A,E,B,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,215,65,1,1,A,N,H,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,216,65,1,1,A,N,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,217,65,1,1,A,N,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,218,66,1,1,A,P,T,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,219,66,1,1,A,P,T,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,220,66,1,1,A,P,T,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,221,67,1,1,A,F,E,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,222,67,1,1,A,F,E,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,223,67,3,1,A,F,E,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BX,1200,0,175,25,25,25,100,150,22,224,68,3,1,N,F,R,X,N,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,225,68,3,1,N,F,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,226,68,4,1,N,F,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,227,69,4,1,R,G,C,F,R,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,228,69,4,1,R,G,C,F,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,229,69,4,1,R,G,C,F,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,230,70,4,1,U,C,F,J,U,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,231,70,4,1,U,C,F,J,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,232,70,1,1,U,C,F,J,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,233,71,1,1,A,J,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,234,71,1,1,A,J,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,235,71,1,1,A,J,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,236,72,1,1,A,B,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,237,72,1,1,A,B,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,238,72,4,1,A,B,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,239,73,4,1,Q,L,C,P,Q,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,240,73,4,1,Q,L,C,P,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,241,73,1,1,Q,L,C,P,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,242,74,1,1,A,V,F,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,243,74,1,1,A,V,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,244,74,3,1,A,V,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BX,1200,0,175,25,25,25,100,150,22,245,75,3,1,C,B,L,X,C,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,246,75,3,1,C,B,L,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,247,75,1,1,C,B,L,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,248,76,1,1,A,B,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,249,76,1,1,A,B,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,250,76,2,1,A,B,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AY,1200,0,175,25,25,25,100,150,22,251,77,2,1,A,T,F,E,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,252,77,2,1,A,T,F,E,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,253,77,1,1,A,T,F,E,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,254,78,1,1,A,V,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,255,78,1,1,A,V,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,256,78,1,1,A,V,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,257,79,1,1,A,L,Z,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,258,79,1,1,A,L,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,259,79,1,1,A,L,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,260,80,1,1,A,I,R,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,261,80,1,1,A,I,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,262,80,1,1,A,I,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,263,81,1,1,A,O,H,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,264,81,1,1,A,O,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,265,81,2,1,A,O,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AY,1200,0,175,25,25,25,100,150,22,266,82,2,1,A,O,V,M,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,267,82,2,1,A,O,V,M,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,268,82,2,1,A,O,V,M,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AY,1200,0,175,25,25,25,100,150,22,269,83,2,1,A,C,U,R,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,270,83,2,1,A,C,U,R,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,271,83,4,1,A,C,U,R,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,272,84,4,1,E,O,L,C,E,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,273,84,4,1,E,O,L,C,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,274,84,1,1,E,O,L,C,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,275,85,1,1,A,C,R,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,276,85,1,1,A,C,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,277,85,1,1,A,C,R,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,278,86,1,1,A,L,T,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,279,86,1,1,A,L,T,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,280,86,1,1,A,L,T,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,281,87,1,1,A,V,N,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,282,87,1,1,A,V,N,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,283,87,1,1,A,V,N,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,284,88,1,1,A,Q,Z,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,285,88,1,1,A,Q,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,286,88,1,1,A,Q,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,287,89,1,1,A,E,H,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,288,89,1,1,A,E,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,289,89,3,1,A,E,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BX,1200,0,175,25,25,25,100,150,22,290,90,3,1,D,E,M,X,D,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,291,90,3,1,D,E,M,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,292,90,1,1,D,E,M,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,293,91,1,1,A,T,C,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,294,91,1,1,A,T,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,295,91,1,1,A,T,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,296,92,1,1,A,M,J,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,297,92,1,1,A,M,J,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,298,92,1,1,A,M,J,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,299,93,1,1,A,R,S,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,300,93,1,1,A,R,S,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,301,93,1,1,A,R,S,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,302,94,1,1,A,H,F,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,303,94,1,1,A,H,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,304,94,1,1,A,H,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,305,95,1,1,A,V,H,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,306,95,1,1,A,V,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,307,95,1,1,A,V,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,308,96,1,1,A,G,D,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,309,96,1,1,A,G,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,310,96,1,1,A,G,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,311,97,1,1,A,C,U,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,312,97,1,1,A,C,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,313,97,2,1,A,C,U,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AY,1200,0,175,25,25,25,100,150,22,314,98,2,1,A,E,P,H,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,315,98,2,1,A,E,P,H,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,316,98,1,1,A,E,P,H,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,317,99,1,1,A,N,Z,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,318,99,1,1,A,N,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,319,99,1,1,A,N,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,320,100,1,1,A,I,E,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,321,100,1,1,A,I,E,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,322,100,4,1,A,I,E,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,323,101,4,2,S,I,Q,M,S,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,324,101,4,2,S,I,Q,M,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,325,101,1,2,S,I,Q,M,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,326,102,1,2,A,C,B,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,327,102,1,2,A,C,B,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,328,102,1,2,A,C,B,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,329,103,1,2,A,B,C,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,330,103,1,2,A,B,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,331,103,1,2,A,B,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,332,104,1,2,A,V,E,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,333,104,1,2,A,V,E,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,334,104,1,2,A,V,E,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,335,105,1,2,A,T,F,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,336,105,1,2,A,T,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,337,105,1,2,A,T,F,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,338,106,1,2,A,H,Z,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,339,106,1,2,A,H,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,340,106,2,2,A,H,Z,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AY,1200,0,175,25,25,25,100,150,22,341,107,2,2,A,F,J,I,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,342,107,2,2,A,F,J,I,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,343,107,4,2,A,F,J,I,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BY,1200,0,175,25,25,25,100,150,22,344,108,4,2,G,D,H,F,G,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,345,108,4,2,G,D,H,F,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,346,108,2,2,G,D,H,F,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AY,1200,0,175,25,25,25,100,150,22,347,109,2,2,A,F,S,H,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,348,109,2,2,A,F,S,H,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,349,109,1,2,A,F,S,H,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,350,110,1,2,A,L,H,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,351,110,1,2,A,L,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,352,110,1,2,A,L,H,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,353,111,1,2,A,H,G,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,354,111,1,2,A,H,G,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,355,111,1,2,A,H,G,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,356,112,1,2,A,I,C,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,357,112,1,2,A,I,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,358,112,1,2,A,I,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,AX,1200,0,175,25,25,25,100,150,22,359,113,1,2,A,Z,D,X,A,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,360,113,1,2,A,Z,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,361,113,3,2,A,Z,D,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,BX,1200,0,175,25,25,25,100,150,22,362,114,3,2,U,Q,C,X,U,0
5.0.6.0,win,12217,0:24:57,10,axcpt,ISI_probe,0,0,175,25,25,25,100,150,22,363,114,3,2,U,Q,C,X,0,0
5.0.6.0,win,12217,0:24:57,10,axcpt,trialselector,0,0,175,25,25,25,100,150,22,364,114,1,2,U,Q,C,X,0,0
